,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
12,6636,Polkadot,DOT,polkadot-new,746,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1435199497.9232976,1435199497.9232976,True,,13,,,,2024-04-19T15:49:00.000Z,6.826129086776368,273028994.63550645,33.705,0.37061271,1.42530585,-16.26947528,-23.40281327,-11.6441205,-0.59574783,9796857038.101063,0.4177,9796857038.1,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:34:38.987022
13,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87606885505.59564,87606981023.8202,True,,14,71659659264.0,7903661374.953519,,2024-04-19T15:48:00.000Z,0.11029443142948515,457565584.76184887,16.1807,0.43801061,1.0536659,-8.38554189,-4.65401708,-18.95469007,0.26893657,9662551626.147675,0.412,9662562161.28,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:34:38.987022
14,1831,Bitcoin Cash,BCH,bitcoin-cash,882,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19693496.875,19693496.875,False,,15,,,,2024-04-19T15:48:00.000Z,479.461459517793,544814907.4128927,-5.4106,0.39175588,-0.99413344,-17.50327557,29.02976097,78.01989808,101.38598951,9442272754.696596,0.4026,10068690649.87,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:34:38.987022
0,1,Bitcoin,BTC,bitcoin,11013,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19687050.0,19687050.0,False,,1,,,,2024-04-19T15:48:00.000Z,64637.31966462774,48788329669.65873,19.1871,-0.03908191,1.62297761,-6.90808995,1.698106,24.15698156,55.42830611,1272518144103.5095,54.2575,1357383712957.18,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:35:10.189324
1,1027,Ethereum,ETH,ethereum,8839,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120073358.07268304,120073358.07268304,True,,2,,,,2024-04-19T15:48:00.000Z,3090.997094600054,19631136081.254887,10.2846,-0.05868883,0.89284627,-10.23739744,-6.47434234,6.5976478,25.30138219,371146400941.5352,15.8249,371146400941.54,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:35:10.189324
2,825,Tether USDt,USDT,tether,83523,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,109469563907.17447,111941048614.43317,True,,3,,,,2024-04-19T15:48:00.000Z,1.0006102923635942,82164182621.08182,14.3792,0.01614366,0.00971343,0.12027612,0.06861909,0.04651589,0.12361795,109536372346.07301,4.6704,112009365381.58,,2024-04-19T15:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-19 21:35:10.189324
3,1839,BNB,BNB,bnb,2151,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149533416.10078737,149533416.10078737,False,,4,,,,2024-04-19T15:48:00.000Z,560.2361588424894,1305535868.449217,-21.0051,0.08153721,1.75976195,-8.40479456,8.23460952,58.37549568,78.30844886,83774026654.90079,3.5719,83774026654.9,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:35:10.189324
4,5426,Solana,SOL,solana,655,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,446817373.13522243,574286193.0398897,True,,5,,,,2024-04-19T15:48:00.000Z,146.99720658211618,5885915752.222875,23.0745,0.32154507,5.5396896,-12.38172818,-13.86082693,29.2660133,61.33027485,65680905703.23678,2.8005,84418466155.54,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:35:10.189324
5,3408,USDC,USDC,usd-coin,18560,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33215410512.250786,33215410512.250786,False,,6,,,,2024-04-19T15:48:00.000Z,1.0001166147254683,10866189566.48533,15.4882,0.0202013,0.01651758,0.02494157,0.01161807,0.00858155,0.01216397,33219283918.22899,1.4164,33219283918.23,,2024-04-19T15:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-19 21:35:10.189324
6,52,XRP,XRP,xrp,1303,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55129144019.0,99987674482.0,False,,7,,,,2024-04-19T15:49:00.000Z,0.5030593156207719,2027843806.3107693,20.6449,0.88843087,0.47131043,-15.34660218,-14.35219893,-9.84272985,-8.23112854,27733229460.95711,1.1825,50305931562.08,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:35:10.189324
7,11419,Toncoin,TON,toncoin,286,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3471118107.2223177,5105430125.993948,True,,8,3414166606.0,21949552431.63835,,2024-04-19T15:48:00.000Z,6.428963482058717,1109459047.0997906,147.4476,0.80844112,3.26419497,-9.06077108,52.54508769,182.43460599,187.35880469,22315691553.245056,0.9515,32822623840.22,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:35:10.189324
8,74,Dogecoin,DOGE,dogecoin,957,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143950006383.70523,143950006383.70523,True,,9,,,,2024-04-19T15:49:00.000Z,0.1533402900161522,2123703736.3363483,-1.6304,0.67200565,2.01415526,-20.59595253,16.16019904,75.30977354,93.35455789,22073335726.704323,0.9412,22073335726.7,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:35:10.189324
9,2010,Cardano,ADA,cardano,1144,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35624671812.692,36798870281.388,False,,10,,,,2024-04-19T15:48:00.000Z,0.47344593268558705,563418864.5909523,17.1057,-0.04512592,3.91009234,-16.07632604,-21.14213357,-24.15068604,-7.38943412,16866355972.977907,0.7191,21305066970.85,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:35:10.189324
10,5994,Shiba Inu,SHIB,shiba-inu,794,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-19T15:48:00.000Z,2.2935087510041632e-05,624480427.3026203,17.3031,-0.07480565,0.91276843,-14.7870097,-9.46904542,134.35749309,143.68853792,13515404205.729942,0.5763,13521015863.83,,2024-04-19T15:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-19 21:35:10.189324
11,5805,Avalanche,AVAX,avalanche,715,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377990615.8286095,436680255.8286095,False,,12,,,,2024-04-19T15:48:00.000Z,35.39640943181374,634572586.0591735,-5.7044,-0.28525369,1.31812534,-19.98607551,-32.53173829,-10.60836176,8.79883365,13379510599.252876,0.5705,25334934708.02,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:35:10.189324
12,6636,Polkadot,DOT,polkadot-new,746,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1435199497.9232976,1435199497.9232976,True,,13,,,,2024-04-19T15:49:00.000Z,6.826129086776368,273028994.63550645,33.705,0.37061271,1.42530585,-16.26947528,-23.40281327,-11.6441205,-0.59574783,9796857038.101063,0.4177,9796857038.1,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:35:10.189324
13,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87606885505.59564,87606981023.8202,True,,14,71659659264.0,7903661374.953519,,2024-04-19T15:48:00.000Z,0.11029443142948515,457565584.76184887,16.1807,0.43801061,1.0536659,-8.38554189,-4.65401708,-18.95469007,0.26893657,9662551626.147675,0.412,9662562161.28,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:35:10.189324
14,1831,Bitcoin Cash,BCH,bitcoin-cash,882,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19693496.875,19693496.875,False,,15,,,,2024-04-19T15:48:00.000Z,479.461459517793,544814907.4128927,-5.4106,0.39175588,-0.99413344,-17.50327557,29.02976097,78.01989808,101.38598951,9442272754.696596,0.4026,10068690649.87,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:35:10.189324
0,1,Bitcoin,BTC,bitcoin,11013,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19687050.0,19687050.0,False,,1,,,,2024-04-19T15:50:00.000Z,64642.477478788765,48818544542.18125,19.6438,0.02496239,1.56415845,-6.9100455,1.63194183,24.11849329,55.47878759,1272619686248.7883,54.2618,1357492027054.56,,2024-04-19T15:50:00.000Z,,,,,,2024-04-19 21:35:41.220350
1,1027,Ethereum,ETH,ethereum,8839,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120073358.07268304,120073358.07268304,True,,2,,,,2024-04-19T15:49:00.000Z,3089.9893995494585,19633319750.62796,10.3448,0.04533556,0.83500415,-10.30012004,-6.39638189,6.56897372,25.29868417,371025403612.897,15.8197,371025403612.9,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:35:41.220350
2,825,Tether USDt,USDT,tether,83523,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,109469563907.17447,111941048614.43317,True,,3,,,,2024-04-19T15:49:00.000Z,1.000634576498486,82175742358.76624,14.4545,0.02335215,0.02790537,0.1056176,0.07318693,0.05377497,0.12799335,109539030719.72948,4.6705,112012083773.1,,2024-04-19T15:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-19 21:35:41.220350
3,1839,BNB,BNB,bnb,2151,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149533416.10078737,149533416.10078737,False,,4,,,,2024-04-19T15:49:00.000Z,560.964531430473,1306126123.5140727,-20.8533,0.13407756,2.01759038,-8.21378601,8.30819025,58.50065307,78.531193,83882942696.17613,3.5766,83882942696.18,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:35:41.220350
4,5426,Solana,SOL,solana,655,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,446817373.13522243,574286193.0398897,True,,5,,,,2024-04-19T15:49:00.000Z,147.2458150830756,5888571885.403752,23.2264,0.69600752,5.91819737,-12.34170067,-13.81564168,29.49057617,61.55442179,65791988300.574554,2.8052,84561238585.12,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:35:41.220350
5,3408,USDC,USDC,usd-coin,18560,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33215410512.250786,33215410512.250786,False,,6,,,,2024-04-19T15:49:00.000Z,1.000133488915901,10867017724.23011,15.5709,0.02050663,0.04769622,0.00558057,0.01517853,0.01134969,0.00333186,33219844401.391273,1.4164,33219844401.39,,2024-04-19T15:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-19 21:35:41.220350
6,52,XRP,XRP,xrp,1303,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55129144019.0,99987674482.0,False,,7,,,,2024-04-19T15:50:00.000Z,0.503044585612056,2028386159.3124142,21.1186,0.90410506,0.42740892,-15.35066347,-14.41319765,-9.84122839,-8.25175003,27732417408.18521,1.1825,50304458561.21,,2024-04-19T15:50:00.000Z,,,,,,2024-04-19 21:35:41.220350
7,11419,Toncoin,TON,toncoin,286,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3471118107.2223177,5105430125.993948,True,,8,3414166606.0,21941077796.224472,,2024-04-19T15:49:00.000Z,6.42648128467591,1109557862.734139,147.8401,0.35948785,3.54393612,-9.09149523,52.48066534,182.43005561,187.19664655,22307075552.963894,0.9511,32809951154.92,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:35:41.220350
8,74,Dogecoin,DOGE,dogecoin,957,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143950006383.70523,143950006383.70523,True,,9,,,,2024-04-19T15:50:00.000Z,0.1533464002108311,2125106252.7687752,-1.4072,0.65450153,1.98018829,-20.59482017,16.13522385,75.03222596,93.31833056,22074215289.267353,0.9412,22074215289.27,,2024-04-19T15:50:00.000Z,,,,,,2024-04-19 21:35:41.220350
9,2010,Cardano,ADA,cardano,1144,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35624671812.692,36798870281.388,False,,10,,,,2024-04-19T15:49:00.000Z,0.47355898801104157,563435471.1942472,17.1656,-0.11804856,4.08326638,-16.11421695,-21.12284137,-24.00592528,-7.37848164,16870383531.843903,0.7193,21310154460.5,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:35:41.220350
10,5994,Shiba Inu,SHIB,shiba-inu,794,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-19T15:49:00.000Z,2.295753234239783e-05,624464982.2970479,17.4581,-0.01922421,1.17213389,-14.77532044,-9.51541512,134.60412222,143.92701743,13528630707.764915,0.5768,13534247857.57,,2024-04-19T15:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-19 21:35:41.220350
11,5805,Avalanche,AVAX,avalanche,715,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377990615.8286095,436680255.8286095,False,,12,,,,2024-04-19T15:49:00.000Z,35.472746214843454,634655966.4004372,-5.6286,-0.22260475,1.66747422,-19.83578524,-32.59983375,-10.4175228,9.0273922,13408365186.880655,0.5717,25389572662.69,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:35:41.220350
12,6636,Polkadot,DOT,polkadot-new,746,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1435199497.9232976,1435199497.9232976,True,,13,,,,2024-04-19T15:50:00.000Z,6.825860776092784,273168642.23024756,34.1175,0.36880459,1.38507663,-16.27552612,-23.43672702,-11.62611649,-0.66405043,9796471958.742695,0.4177,9796471958.74,,2024-04-19T15:50:00.000Z,,,,,,2024-04-19 21:35:41.220350
13,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87606885505.59564,87606981023.8202,True,,14,71659659264.0,7907049733.138606,,2024-04-19T15:49:00.000Z,0.11034171546934647,457553006.8245291,16.2012,0.48688153,1.16231463,-8.41242838,-4.7819601,-18.91206137,0.29607533,9666694033.614048,0.4122,9666704573.26,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:35:41.220350
14,1831,Bitcoin Cash,BCH,bitcoin-cash,882,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19693496.875,19693496.875,False,,15,,,,2024-04-19T15:49:00.000Z,480.36234877417206,544834693.4484177,-5.3855,0.4621937,-0.70764841,-17.41607757,29.04460675,78.1625814,101.69995615,9460014414.451818,0.4034,10087609324.26,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:35:41.220350
0,1,Bitcoin,BTC,bitcoin,11013,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19687050.0,19687050.0,False,,1,,,,2024-04-19T15:50:00.000Z,64642.477478788765,48818544542.18125,19.6438,0.02496239,1.56415845,-6.9100455,1.63194183,24.11849329,55.47878759,1272619686248.7883,54.2618,1357492027054.56,,2024-04-19T15:50:00.000Z,,,,,,2024-04-19 21:36:12.179854
1,1027,Ethereum,ETH,ethereum,8839,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120073358.07268304,120073358.07268304,True,,2,,,,2024-04-19T15:49:00.000Z,3089.9893995494585,19633319750.62796,10.3448,0.04533556,0.83500415,-10.30012004,-6.39638189,6.56897372,25.29868417,371025403612.897,15.8197,371025403612.9,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:36:12.179854
2,825,Tether USDt,USDT,tether,83523,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,109469563907.17447,111941048614.43317,True,,3,,,,2024-04-19T15:49:00.000Z,1.000634576498486,82175742358.76624,14.4545,0.02335215,0.02790537,0.1056176,0.07318693,0.05377497,0.12799335,109539030719.72948,4.6705,112012083773.1,,2024-04-19T15:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-19 21:36:12.179854
